iter	Passed	Remaining
990	13680	124
991	13693	110
992	13708	96
993	13722	82
994	13733	69
995	13744	55
996	13749	41
997	13757	27
998	13766	13
999	13776	0
